decay_x_mean,decay_h_mean,input_x_mean,mean_x,decay_x_max,decay_h_max,input_x_max,decay_x_min,decay_h_min,input_x_min,decay_x_mean_deviation,decay_h_mean_deviation,input_x_mean_deviation,number_of_zero_values
1.0,0.9901500014062501,0.6126829084375001,0.6292221,1.0,1.0,0.8169227,1.0,0.9008289,0.0,0.3707779,0.3609279014062501,0.016539191562499944,13
1.0,1.0,0.6091609462500001,0.5751441,1.0,1.0,0.78791595,1.0,1.0,0.0,0.42485589999999995,0.42485589999999995,0.03401684625000001,10
1.0,0.9935909840625,0.6558153796874999,0.64150786,1.0,1.0,0.86228466,1.0,0.93859696,0.0,0.35849213999999996,0.3520831240625,0.014307519687499881,12
1.0,1.0,0.66695725796875,0.6431886,1.0,1.0,0.87345594,1.0,1.0,0.0,0.3568114,0.3568114,0.02376865796875005,12
0.9919586929687498,0.9983679140624999,0.6899551778125,0.6653507,0.9923112,1.0,0.87504816,0.9871113,0.9469587,0.0,0.32660799296874987,0.33301721406249996,0.02460447781250008,10
0.99748768125,0.960359218125,0.6719981060937499,0.6419454,1.0,1.0,0.8875481,0.9972224,0.89764434,0.0,0.35554228125,0.318413818125,0.03005270609374988,11
0.9999786484375,1.0,0.6293940879687501,0.6216599,1.0,1.0,0.83765274,0.9986335,1.0,0.0,0.3783187484374999,0.37834009999999996,0.007734187968750028,13
1.0,1.0,0.6366718115625,0.6309962,1.0,1.0,0.8652096,1.0,1.0,0.0,0.3690038,0.3690038,0.00567561156249996,14
0.9866767934375,0.9966567940625,0.48043412859375,0.6334903,0.99439234,1.0,0.8521958,0.9861176,0.9504185,0.0,0.3531864934375001,0.3631664940625,0.15305617140624994,25
1.0,1.0,0.6288871429687499,0.64566064,1.0,1.0,0.9036696,1.0,1.0,0.0,0.35433936,0.35433936,0.016773497031250084,15
0.9788163506249999,0.9338891675000001,0.58949976421875,0.61734957,0.990481,1.0,0.8249591,0.9775392,0.86542165,0.0,0.36146678062499993,0.31653959750000005,0.02784980578124996,15
1.0,1.0,0.5852870490625,0.6141146,1.0,1.0,0.8608442,1.0,1.0,0.0,0.38588540000000005,0.38588540000000005,0.0288275509375,16
0.9605503796874999,0.9683777865625,0.6659464114062501,0.64012384,0.9691238,1.0,0.86220956,0.9585769,0.89085376,0.0,0.3204265396874999,0.32825394656249995,0.025822571406250105,11
0.974520986875,1.0,0.66920041828125,0.6201555,0.98319393,1.0,0.84941375,0.9731957,1.0,0.0,0.354365486875,0.37984450000000003,0.049044918281250016,9
1.0,1.0,0.62950929578125,0.6477332,1.0,1.0,0.85129696,1.0,1.0,0.0,0.3522668,0.3522668,0.018223904218749976,13
1.0,0.97905004671875,0.69457315171875,0.6535311,1.0,1.0,0.87468636,1.0,0.8799416,0.0,0.34646889999999997,0.3255189467187499,0.04104205171874997,9
0.9832621010937499,0.9991487675,0.58298915296875,0.636515,0.9839657,1.0,0.88321215,0.98319596,0.9730574,0.0,0.34674710109374984,0.3626337675,0.05352584703125007,17
0.9923545671875,1.0,0.5918045412499999,0.63135767,0.9935155,1.0,0.8691535,0.9842416,1.0,0.0,0.36099689718750005,0.36864233,0.039553128750000055,17
0.9999257890625,1.0,0.61871599515625,0.62337524,1.0,1.0,0.88671345,0.9952505,1.0,0.0,0.37655054906249996,0.37662476,0.004659244843750021,14
1.0,0.9955446812500001,0.59480261640625,0.59513247,1.0,1.0,0.83184975,1.0,0.9100773,0.0,0.40486753,0.40041221125000004,0.0003298535937500402,13
0.94915253796875,0.99713205484375,0.6530544418750001,0.64783496,0.94934607,1.0,0.85947704,0.9473911,0.9394716,0.0,0.30131757796875,0.34929709484375004,0.005219481875000098,12
0.9786991804687502,0.98213929140625,0.6506607720312501,0.66724694,0.97888905,1.0,0.8564375,0.9774598,0.9060633,0.0,0.3114522404687502,0.31489235140625005,0.0165861679687499,11
1.0,0.9972027756249999,0.64107981546875,0.6485586,1.0,1.0,0.85487264,1.0,0.94004196,0.0,0.3514414,0.34864417562499994,0.007478784531249949,13
1.0,0.9988394151562501,0.6941922773437501,0.6744291,1.0,1.0,0.9055808,1.0,0.9462302,0.0,0.3255709,0.3244103151562501,0.019763177343750105,11
1.0,1.0,0.59417571640625,0.6196327,1.0,1.0,0.8694017,1.0,1.0,0.0,0.38036729999999996,0.38036729999999996,0.025456983593750038,16
0.9485635890624999,1.0,0.70245636421875,0.65128,0.9497151,1.0,0.8619301,0.94154036,1.0,0.0,0.29728358906249996,0.34872000000000003,0.05117636421875005,9
0.9691853031250001,0.95311198109375,0.6799030790625,0.6464991,0.9699964,1.0,0.8802041,0.9620191,0.81325746,0.0,0.32268620312500007,0.30661288109374996,0.03340397906250003,11
0.9899755037499999,0.9993967734375,0.5491826592187501,0.6285134,0.9905848,1.0,0.8309812,0.9827994,0.9613935,0.0,0.3614621037499999,0.3708833734375,0.07933074078124991,19
1.0,0.9075545740625,0.6205968092187499,0.642712,1.0,0.98981076,0.8823289,1.0,0.81926084,0.0,0.35728800000000005,0.2648425740625,0.022115190781250016,15
1.0,1.0,0.659504430625,0.6391991,1.0,1.0,0.8409165,1.0,1.0,0.0,0.3608009,0.3608009,0.02030533062499995,10
0.9853548054687499,0.99995667578125,0.60308145109375,0.62576866,0.9864938,1.0,0.86490124,0.97093225,0.99722725,0.0,0.3595861454687499,0.37418801578125005,0.022687208906249978,16
0.9896858937499999,1.0,0.5739211923437499,0.6228716,0.9953725,1.0,0.8733436,0.9883736,1.0,0.0,0.36681429374999996,0.37712840000000003,0.04895040765625003,18
0.9651972940624999,0.99956281046875,0.5777720596875,0.64178044,0.9671701,1.0,0.8708018,0.9539109,0.98988783,0.0,0.32341685406249987,0.35778237046874994,0.0640083803125,18
0.9415437528124999,0.99907583359375,0.63341092328125,0.6129231,0.943261,1.0,0.8224426,0.93229306,0.9754419,0.0,0.32862065281249986,0.3861527335937499,0.020487823281249984,11
1.0,0.99939018125,0.58895019390625,0.61537474,1.0,1.0,0.82172644,1.0,0.9609716,0.0,0.38462525999999997,0.38401544125,0.02642454609375,15
0.9859000140625,1.0,0.51920119453125,0.6072172,0.9902908,1.0,0.830302,0.9855283,1.0,0.0,0.37868281406250004,0.3927828,0.08801600546874999,21
0.97126232671875,1.0,0.69572024828125,0.64866334,0.9741303,1.0,0.8660464,0.97082347,1.0,0.0,0.32259898671875,0.35133665999999997,0.047056908281249976,9
0.9791506273437498,0.9985281668749999,0.6806534628125,0.6696002,0.98009557,1.0,0.9082459,0.9680302,0.93888885,0.0,0.3095504273437498,0.3289279668749999,0.011053262812500075,12
0.9915686973437499,0.996934815,0.68161961671875,0.64391315,0.99789643,1.0,0.846696,0.9909747,0.9561588,0.0,0.3476555473437498,0.353021665,0.03770646671875,10
1.0,1.0,0.65339817140625,0.64042884,1.0,1.0,0.94324565,1.0,1.0,0.0,0.35957116,0.35957116,0.012969331406250006,13
0.97025171765625,0.9846134589062501,0.61288764328125,0.6201583,0.99202913,1.0,0.8609654,0.968617,0.92521,0.0,0.3500934176562499,0.36445515890625,0.007270656718750046,14
0.98633174609375,0.84073494375,0.6221744720312499,0.6245251,0.9873844,0.915224,0.8754369,0.9751527,0.7806877,0.0,0.3618066460937499,0.21620984374999996,0.002350627968750185,14
0.99623657125,0.98528757546875,0.61389339609375,0.6228069,0.9990874,1.0,0.86896974,0.99570864,0.9057158,0.0,0.37342967124999993,0.36248067546874996,0.008913503906250009,14
0.97528371703125,1.0,0.59024106171875,0.6291481,0.97536415,1.0,0.8629022,0.9752754,1.0,0.0,0.34613561703125006,0.3708519,0.03890703828124997,16
1.0,0.99581365859375,0.66059817890625,0.6256689,1.0,1.0,0.86304647,1.0,0.9284805,0.0,0.3743311,0.37014475859375007,0.03492927890625008,11
1.0,0.9994383703125,0.62490663203125,0.61149937,1.0,1.0,0.83120185,1.0,0.9640557,0.0,0.38850063,0.38793900031250006,0.013407262031249978,12
1.0,0.9943647729687499,0.709010924375,0.6182499,1.0,1.0,0.87224925,1.0,0.9394414,0.0,0.3817501,0.3761148729687499,0.090761024375,6
0.9825172199999999,0.9992017134375,0.6498965649999999,0.61716086,0.99923176,1.0,0.85649955,0.98058116,0.96924865,0.0,0.3653563599999998,0.38204085343749994,0.03273570499999989,10
0.973909253125,0.93027468,0.6159764350000001,0.61050296,0.9747324,1.0,0.8800769,0.9738241,0.8673774,0.0,0.36340629312499995,0.31977172,0.005473475000000061,13
1.0,0.85769657109375,0.52333543015625,0.601619,1.0,0.94824713,0.82876945,1.0,0.7715741,0.0,0.398381,0.25607757109374996,0.07828356984375007,20
0.999932159375,1.0,0.60909165671875,0.63857144,1.0,1.0,0.8704836,0.9990964,1.0,0.0,0.36136071937500003,0.36142856,0.029479783281250005,14
0.9927116703125001,1.0,0.65002458484375,0.6348482,0.9928363,1.0,0.90634495,0.9916096,1.0,0.0,0.3578634703125001,0.3651518,0.015176384843750057,13
1.0,0.980444175,0.6018263253125,0.6134733,1.0,1.0,0.8828059,1.0,0.86188215,0.0,0.3865267,0.36697087500000003,0.011646974687499978,15
0.9860356523437499,0.9909964051562501,0.623420961875,0.60037297,0.98690325,1.0,0.89472216,0.9859205,0.9397946,0.0,0.3856626823437499,0.3906234351562501,0.02304799187499995,12
1.0,1.0,0.5462028003125,0.6337875,1.0,1.0,0.85978943,1.0,1.0,0.0,0.36621250000000005,0.36621250000000005,0.08758469968749993,20
0.9713467843749999,1.0,0.62581298875,0.6647108,0.9802537,1.0,0.8984424,0.9698923,1.0,0.0,0.30663598437499984,0.33528919999999995,0.038897811250000025,16
0.9957684023437501,0.9980095556249999,0.62888625734375,0.6314703,0.99593455,1.0,0.8503614,0.99357265,0.934384,0.0,0.36429810234375004,0.3665392556249999,0.0025840426562500074,14
1.0,0.9262121070312501,0.6028461398437501,0.6157104,1.0,0.9912083,0.8436254,1.0,0.8317972,0.0,0.3842896,0.31050170703125013,0.012864260156249863,15
1.0,0.94899135109375,0.6385311059375001,0.61352324,1.0,1.0,0.8122414,1.0,0.867029,0.0,0.38647676,0.33546811109374997,0.02500786593750004,10
0.99918436171875,0.83050355671875,0.62055859703125,0.5870471,1.0,0.89496964,0.8621436,0.98441523,0.73217297,0.0,0.41213726171875,0.24345645671874994,0.033511497031250004,13
0.947310728125,0.9976022596875,0.66727275046875,0.6209214,0.9480524,1.0,0.86396813,0.9379095,0.9412476,0.0,0.326389328125,0.3766808596875001,0.04635135046875005,10
1.0,1.0,0.6073537684375,0.6309749,1.0,1.0,0.8396049,1.0,1.0,0.0,0.3690251,0.3690251,0.02362113156250001,14
1.0,0.99913063921875,0.700533441875,0.6274792,1.0,1.0,0.8550617,1.0,0.98231304,0.0,0.3725208,0.37165143921875,0.07305424187499998,7
0.9670961999999999,0.99602530671875,0.62696604265625,0.64234143,0.9686698,1.0,0.8660433,0.9568492,0.96225834,0.0,0.32475476999999986,0.35368387671875,0.015375387343749991,13
1.0,0.99889022015625,0.59254657765625,0.6311345,1.0,1.0,0.85142183,1.0,0.97410583,0.0,0.36886549999999996,0.3677557201562499,0.03858792234375008,16
1.0,1.0,0.5301053496875,0.5671271,1.0,1.0,0.8018118,1.0,1.0,0.0,0.4328729,0.4328729,0.03702175031249999,15
1.0,0.9993455765625,0.72330319984375,0.6442875,1.0,1.0,0.90268,1.0,0.962767,0.0,0.3557125,0.3550580765625,0.07901569984375001,6
1.0,1.0,0.6538816425,0.64083445,1.0,1.0,0.8856204,1.0,1.0,0.0,0.35916554999999994,0.35916554999999994,0.013047192499999971,12
0.9502109701562501,1.0,0.5187524696875,0.6225192,0.95147514,1.0,0.8660507,0.9409509,1.0,0.0,0.32769177015625006,0.37748079999999995,0.10376673031250006,22
1.0,0.9974030498437501,0.68813786140625,0.6441162,1.0,1.0,0.921126,1.0,0.9655884,0.0,0.3558838,0.35328684984375003,0.04402166140624997,10
1.0,0.9915750495312501,0.66036315234375,0.6019273,1.0,1.0,0.84502196,1.0,0.91451174,0.0,0.39807269999999995,0.38964774953125003,0.05843585234374993,10
0.9601616787499999,0.9853233490625,0.6299507117187501,0.62459207,0.9604892,1.0,0.86425745,0.9556576,0.9360924,0.0,0.33556960874999986,0.3607312790624999,0.005358641718750001,14
1.0,0.9984091920312499,0.6341007989062499,0.64776975,1.0,1.0,0.8685916,1.0,0.9673346,0.0,0.35223024999999997,0.35063944203124986,0.013668951093750104,14
0.98958770375,0.97609683171875,0.61429446921875,0.66444486,0.9903496,1.0,0.879717,0.98953146,0.89708,0.0,0.32514284375,0.3116519717187499,0.050150390781250054,17
1.0,1.0,0.6601281415625,0.64896005,1.0,1.0,0.90907246,1.0,1.0,0.0,0.35103995,0.35103995,0.011168091562499982,13
0.9654661054687501,1.0,0.61266459859375,0.6367894,0.9658271,1.0,0.8833987,0.9606998,1.0,0.0,0.32867670546875016,0.36321060000000005,0.02412480140624995,15
0.93990182421875,0.9951343690625001,0.64808246078125,0.64699113,0.94111365,1.0,0.8643378,0.9314347,0.94598705,0.0,0.29291069421875005,0.3481432390625001,0.0010913307812500106,12
0.9998166765625001,0.98230219859375,0.6591279665625001,0.62338793,1.0,1.0,0.8123143,0.9882673,0.89952135,0.0,0.3764287465625,0.35891426859375,0.03574003656250002,10
0.9821155421875,1.0,0.5602671349999999,0.61088264,0.9968565,1.0,0.8461612,0.9806896,1.0,0.0,0.37123290218749994,0.38911735999999997,0.050615505000000116,18
0.9530889434375001,1.0,0.58530325046875,0.6091314,0.95408547,1.0,0.8796813,0.9477077,1.0,0.0,0.34395754343750007,0.3908686,0.02382814953125001,14
0.9624274259375,1.0,0.56344375765625,0.60560685,0.9632955,1.0,0.83078736,0.9545458,1.0,0.0,0.35682057593749994,0.39439314999999997,0.04216309234375004,17
1.0,0.9960030728125,0.64863485234375,0.6524939,1.0,1.0,0.89960164,1.0,0.9286586,0.0,0.34750610000000004,0.34350917281250004,0.003859047656250003,13
0.9909430046874999,0.9949404,0.5655665423437499,0.61113197,1.0,1.0,0.8428688,0.9899045,0.9377039,0.0,0.3798110346874999,0.38380843,0.045565427656250046,18
0.96274446296875,0.8903097284375,0.69172805921875,0.64771545,0.9635942,0.95937985,0.82568806,0.9537271,0.81574684,0.0,0.3150290129687501,0.24259427843750003,0.044012609218750054,9
0.9606811150000001,1.0,0.61132209671875,0.6456266,0.96109605,1.0,0.8362487,0.95830166,1.0,0.0,0.31505451500000003,0.35437339999999995,0.03430450328125001,14
1.0,0.97391352515625,0.60375019359375,0.6046236,1.0,1.0,0.83775944,1.0,0.89388156,0.0,0.39537639999999996,0.3692899251562499,0.0008734064062499991,14
1.0,1.0,0.6353902957812501,0.63690346,1.0,1.0,0.88256884,1.0,1.0,0.0,0.36309654,0.36309654,0.0015131642187499184,13
1.0,0.99990030421875,0.6478681107812501,0.6444559,1.0,1.0,0.8756045,1.0,0.99422437,0.0,0.35554410000000003,0.35544440421875,0.0034122107812500913,12
1.0,0.9848887601562499,0.7091511604687499,0.7026877,1.0,1.0,0.9729312,1.0,0.9075493,0.0,0.2973123,0.2822010601562499,0.006463460468749904,12
0.961918574375,0.99881514296875,0.6735975946875,0.6448788,0.9621772,1.0,0.9256971,0.96189666,0.9635609,0.0,0.31703977437499997,0.35393634296875,0.02871879468750005,12
0.956416428125,0.948668386875,0.63192793609375,0.62816894,0.9573581,1.0,0.86579895,0.9453275,0.8885626,0.0,0.32824748812500004,0.320499446875,0.0037589960937499667,13
1.0,0.9975154410937499,0.6514279806250001,0.65353805,1.0,1.0,0.8981095,1.0,0.9602163,0.0,0.34646195,0.3439773910937499,0.002110069374999912,14
0.96005966875,0.918062225625,0.60859120171875,0.64008653,0.9628328,0.99952424,0.84645176,0.959773,0.8344612,0.0,0.31997313875,0.2779756956249999,0.03149532828125001,15
0.95625449125,1.0,0.635691960625,0.6353661,0.9671882,1.0,0.84827137,0.95458406,1.0,0.0,0.3208883912499999,0.36463389999999996,0.00032586062499995183,12
0.9827331296875002,0.9996368228125001,0.665680070625,0.667204,0.98274004,1.0,0.94973755,0.9826663,0.9850671,0.0,0.31552912968750013,0.3324328228125001,0.0015239293750000105,14
1.0,1.0,0.6371033384375,0.63425803,1.0,1.0,0.8809662,1.0,1.0,0.0,0.36574196999999997,0.36574196999999997,0.0028453084374999715,12
0.9969468757812501,1.0,0.6378010065624999,0.6261605,0.9987502,1.0,0.85321105,0.9817293,1.0,0.0,0.37078637578125007,0.3738395,0.01164050656249993,11
0.9575299218749999,0.9992680765625,0.6290006962500001,0.6322443,0.9586177,1.0,0.8442492,0.9486908,0.9703018,0.0,0.3252856218749999,0.36702377656250007,0.0032436037499998793,12
1.0,1.0,0.6303522756250001,0.65794635,1.0,1.0,0.89363045,1.0,1.0,0.0,0.34205365,0.34205365,0.027594074374999944,13
1.0,0.949355115625,0.573109681875,0.6041862,1.0,1.0,0.82568806,1.0,0.86431444,0.0,0.3958138,0.34516891562499996,0.031076518125000008,16
0.9614424046875,0.9997967953125,0.5014816359375001,0.59181964,0.9673792,1.0,0.8302585,0.96047205,0.9920491,0.0,0.3696227646875,0.4079771553125,0.09033800406249992,21
0.982185703125,0.9887725940625,0.562938658125,0.6217103,0.9897162,1.0,0.8307388,0.9814083,0.9241726,0.0,0.3604754031249999,0.3670622940624999,0.05877164187500006,17
0.9655424870312501,0.9914579715625,0.63700921078125,0.62302417,0.9663031,1.0,0.8867,0.9577277,0.94344234,0.0,0.34251831703125013,0.36843380156250005,0.013985040781249958,14
0.9898757625000001,0.9991232915625,0.62896786484375,0.64344615,0.9936835,1.0,0.89449525,0.9893318,0.9635728,0.0,0.34642961250000004,0.35567714156249997,0.014478285156250048,14
1.0,1.0,0.6618596050000001,0.6468186,1.0,1.0,0.8835106,1.0,1.0,0.0,0.3531814,0.3531814,0.015041005000000052,12
0.98453947375,0.9136608246875,0.6456398003125,0.6339963,0.9943409,1.0,0.8565191,0.98333794,0.84988916,0.0,0.35054317375,0.2796645246875,0.011643500312500055,13
1.0,0.9998552656249999,0.64112223984375,0.6420497,1.0,1.0,0.86984605,1.0,0.990737,0.0,0.35795030000000005,0.357805565625,0.000927460156249893,14
0.9759128621875,0.9953426090624999,0.6943106276562498,0.64481443,0.9857795,1.0,0.8852885,0.97516894,0.9210495,0.0,0.3310984321874999,0.3505281790624999,0.049496197656249796,10
1.0,1.0,0.67999475921875,0.63478374,1.0,1.0,0.88318497,1.0,1.0,0.0,0.36521625999999996,0.36521625999999996,0.045211019218749926,11
0.9593281274999998,0.90476236296875,0.63913091,0.6326709,0.9601912,0.97232807,0.8767699,0.94917876,0.8208514,0.0,0.3266572274999998,0.27209146296875,0.0064600099999999605,14
1.0,0.99825755125,0.59793280515625,0.634033,1.0,1.0,0.8961509,1.0,0.93156433,0.0,0.36596700000000004,0.3642245512500001,0.03610019484374993,17
0.9813825929687501,0.990615410625,0.7110800349999999,0.702999,0.9902646,1.0,0.913827,0.98023635,0.918923,0.0,0.27838359296875004,0.287616410625,0.008081034999999903,11
